year,naics_4,dherfindahl
2010,453998,.12069809
2011,453998,.0057088733
2012,453998,.049623072
2013,453998,.14252251
2014,453998,-.075256765
2015,453998,-.001414001
2001,481211,-.012359887
2002,481211,.000062465668
2003,481211,.0014902055
2004,481211,.0073836744
2005,481211,-.0048100352
2006,481211,-.086611599
2007,481211,.29939449
2008,481211,-.0031648278
2009,481211,.012400568
2010,481211,-.11701599
2011,481211,-.12550056
2012,481211,-.0082787871
2013,481211,-.014535844
2014,481211,.0011684895
2015,481211,-.0016308129
2001,483112,.010993421
2002,483112,-.005682677
2003,483112,.039337367
2004,483112,.014706939
2005,483112,.0059746802
2006,483112,.0049968064
2007,483112,-.011505693
2008,483112,-.0041227043
2009,483112,-.00060904026
2010,483112,-.048897684
2011,483112,-.0020419955
2012,483112,-.0006031394
2013,483112,-.0078454912
2014,483112,-.007805258
2015,483112,-.014236808
2001,483113,-.0090973079
2002,483113,.010773152
2003,483113,-.099100709
2004,483113,.017354071
2005,483113,.038796335
2006,483113,.0040119588
2007,483113,-.0058769286
2008,483113,-.0083647668
2009,483113,-.0015283823
2010,483113,.21052885
2011,483113,-.01592344
2012,483113,-.01840651
2013,483113,.029862344
2014,483113,.0075423121
2015,483113,.053589344
2001,483211,.019884229
2002,483211,.43521357
2003,483211,-.20511329
2004,483211,-.054609418
2005,483211,.016261399
2006,483211,.013792336
2007,483211,.0020307302
2008,483211,.0070931911
2009,483211,.22054505
2010,483211,0
2011,483211,0
2012,483211,0
2013,483211,0
2014,483211,0
2015,483211,0
2001,484121,.045245379
2002,484121,.035764694
2003,484121,-.074136347
2004,484121,-.0014502406
2005,484121,.032734841
2006,484121,-.021659791
2007,484121,.033335268
2008,484121,.017832696
2009,484121,.031453311
2010,484121,.018166661
2011,484121,-.018084466
2012,484121,.0060036182
2013,484121,.028547406
2014,484121,.023936749
2015,484121,.010012388
2001,512131,.037647963
2002,512131,.12931889
2003,512131,.08655113
2004,512131,-.1198816
2005,512131,.097360611
2006,512131,.17511764
2007,512131,-.2379728
2008,512131,-.0061474144
2009,512131,.072217882
2010,512131,-.055229187
2011,512131,.0023216009
2012,512131,.15497041
2013,512131,-.23698688
2014,512131,.21414322
2015,512131,.01027745
2001,518210,.016441599
2002,518210,-.0038132221
2003,518210,-.023919597
2004,518210,.0078553408
2005,518210,-.040768757
2006,518210,-.032589749
2007,518210,-.011713542
2008,518210,.00021651387
2009,518210,.0047621429
2010,518210,.0051750615
2011,518210,.0011011735
2012,518210,-.0055408403
2013,518210,-.015794232
2014,518210,-.011465795
2015,518210,-.00028818846
2001,541211,0
2002,541211,0
2003,541211,0
2004,541211,0
2005,541211,0
2006,541211,0
2007,541211,0
2008,541211,0
2009,541211,0
2010,541211,-1.1920929e-07
2011,541211,1.1920929e-07
2012,541211,0
2013,541211,-1.1920929e-07
2014,541211,1.1920929e-07
2015,541211,0
2001,541330,.0074678361
2002,541330,.030125856
2003,541330,-.010241628
2004,541330,-.0067943782
2005,541330,-.034470811
2006,541330,.0035929829
2007,541330,.0014527589
2008,541330,.039080083
2009,541330,.00087554753
2010,541330,-.017377347
2011,541330,-.006528154
2012,541330,.0048748106
2013,541330,-.0025143772
2014,541330,-.0085975379
2015,541330,-.0026613474
2001,541611,.0090740323
2002,541611,.23275137
2003,541611,-.016493082
2004,541611,-.022699952
2005,541611,.0056506395
2006,541611,-.00015377998
2007,541611,.0059314966
2008,541611,.043740153
2009,541611,.11722445
2010,541611,.054053903
2011,541611,.013849378
2012,541611,-.0029129386
2013,541611,-.01020062
2014,541611,-.001478672
2015,541611,-.011474967
2001,541612,-.32651389
2002,541612,-.0021780729
2003,541612,-.041863114
2004,541612,.37397376
2005,541612,-.022706985
2006,541612,.040787697
2007,541612,-.010972857
2008,541612,.0087767839
2009,541612,-.012872219
2010,541612,-.016922414
2011,541612,.0077368021
2012,541612,-.0061001778
2013,541612,-.010077
2014,541612,-.024930179
2015,541612,-.0077222586
2001,541620,.066746742
2002,541620,.066959411
2003,541620,.0055065751
2004,541620,.025915325
2005,541620,-.060734987
2006,541620,-.07641682
2007,541620,-.049262702
2008,541620,.017249078
2009,541620,.0042897463
2010,541620,-.03113839
2011,541620,.0035461187
2012,541620,.13314477
2013,541620,.033783793
2014,541620,-.0010119081
2015,541620,-.015829861
2001,541714,.031115532
2002,541714,.048329353
2003,541714,.031525612
2004,541714,.13491511
2005,541714,-1.1920929e-07
2006,541714,1.1920929e-07
2007,541714,0
2008,541714,0
2009,541714,0
2010,541714,0
2011,541714,0
2012,541714,0
2013,541714,-1.1920929e-07
2014,541714,1.1920929e-07
2015,541714,0
2001,541860,-.015885323
2002,541860,-.0021750629
2003,541860,.00027409196
2004,541860,.0190157
2005,541860,.00046783686
2006,541860,-.000094115734
2007,541860,.49515009
2008,541860,0
2009,541860,0
2010,541860,0
2011,541860,0
2012,541860,0
2013,541860,-1.1920929e-07
2014,541860,1.1920929e-07
2015,541860,-1.1920929e-07
2001,541940,0
2002,541940,0
2003,541940,0
2004,541940,0
2005,541940,0
2006,541940,0
2007,541940,0
2008,541940,-.096345365
2009,541940,.0078688264
2010,541940,.088476539
2011,541940,0
2012,541940,0
2013,541940,-1.1920929e-07
2014,541940,1.1920929e-07
2015,541940,0
2001,561320,.018967122
2002,561320,.019229412
2003,561320,.022255674
2004,561320,.0097652823
2005,561320,-.023061857
2006,561320,.017719984
2007,561320,.0036114156
2008,561320,.011167064
2009,561320,.020995349
2010,561320,.037119061
2011,561320,.033062339
2012,561320,-.035578787
2013,561320,-.01744917
2014,561320,.0011796057
2015,561320,-.031918138
2001,561613,0
2002,561613,0
2003,561613,0
2004,561613,-1.1920929e-07
2005,561613,1.1920929e-07
2006,561613,0
2007,561613,0
2008,561613,0
2009,561613,0
2010,561613,0
2011,561613,0
2012,561613,0
2013,561613,0
2014,561613,0
2015,561613,-1.1920929e-07
2001,561720,.008587122
2002,561720,.0089725852
2003,561720,-.032036662
2004,561720,-.015655518
2005,561720,-.0027244687
2006,561720,.073568285
2007,561720,.040674746
2008,561720,.020159066
2009,561720,-.053274214
2010,561720,-.01850158
2011,561720,.085534871
2012,561720,-.034139931
2013,561720,.0089681745
2014,561720,-.013815165
2015,561720,-.025479853
2001,562111,-.023788363
2002,562111,-.010215938
2003,562111,-.0076418221
2004,562111,-.0029824376
2005,562111,-.020226568
2006,562111,-.009695828
2007,562111,-.0048265755
2008,562111,.1322408
2009,562111,-.082876444
2010,562111,.0068993568
2011,562111,-.0083968341
2012,562111,.0069046021
2013,562111,-.0086995065
2014,562111,-.038511455
2015,562111,-.0099129677
2001,562920,0
2002,562920,0
2003,562920,0
2004,562920,0
2005,562920,0
2006,562920,-1.1920929e-07
2007,562920,1.1920929e-07
2008,562920,0
2009,562920,0
2010,562920,-1.1920929e-07
2011,562920,0
2012,562920,1.1920929e-07
2013,562920,-1.1920929e-07
2014,562920,1.1920929e-07
2015,562920,0
2001,621340,-.0015934706
2002,621340,.016045094
2003,621340,.022390604
2004,621340,-.18909165
2005,621340,.13793167
2006,621340,-.0012972355
2007,621340,-.00044173002
2008,621340,.49961358
2009,621340,-1.1920929e-07
2010,621340,1.1920929e-07
2011,621340,0
2012,621340,0
2013,621340,0
2014,621340,0
2015,621340,0
2001,621492,.040361732
2002,621492,-.021234006
2003,621492,-.0024859607
2004,621492,-.01717788
2005,621492,-.020607322
2006,621492,.08871749
2007,621492,.0072545409
2008,621492,.0016815662
2009,621492,-.0028350949
2010,621492,.0081938505
2011,621492,-.0027167201
2012,621492,-.010594428
2013,621492,-.026777804
2014,621492,-.019067198
2015,621492,-.0025476813
2001,621511,-.0096354187
2002,621511,.05832243
2003,621511,.022036195
2004,621511,-.0046382844
2005,621511,.047663182
2006,621511,-.0022031069
2007,621511,.047511458
2008,621511,-.008710742
2009,621511,-.0057828426
2010,621511,.0024360418
2011,621511,-.035500228
2012,621511,-.0022613704
2013,621511,-.0065941215
2014,621511,-.002905041
2015,621511,.032560498
2001,621512,.024956971
2002,621512,-.13098428
2003,621512,-.036096215
2004,621512,-.056002915
2005,621512,-.0093705505
2006,621512,.025991231
2007,621512,.051472202
2008,621512,.01029107
2009,621512,-.0029023588
2010,621512,.016055524
2011,621512,.12245759
2012,621512,.0031209588
2013,621512,.0064260066
2014,621512,-.011502355
2015,621512,.008340627
2001,621610,-.0002554059
2002,621610,-.057076775
2003,621610,.01246693
2004,621610,.0032691211
2005,621610,.0084528178
2006,621610,.0045195222
2007,621610,-.003480196
2008,621610,.015228137
2009,621610,-.002545163
2010,621610,.012124524
2011,621610,.019905165
2012,621610,.0048556179
2013,621610,-.036463097
2014,621610,.011938244
2015,621610,-.00026394427
2001,622310,0
2002,622310,-1.1920929e-07
2003,622310,1.1920929e-07
2004,622310,0
2005,622310,0
2006,622310,-.031165838
2007,622310,-.35673988
2008,622310,.0064379573
2009,622310,-.021398962
2010,622310,-.056465328
2011,622310,-.027735114
2012,622310,-.00087857246
2013,622310,-.0023278594
2014,622310,-.0016636848
2015,622310,-.0067328215
2001,623311,1.1920929e-07
2002,623311,0
2003,623311,0
2004,623311,-.47826731
2005,623311,-.15266484
2006,623311,.0047181249
2007,623311,.0087631345
2008,623311,-.0071442127
2009,623311,.0011034906
2010,623311,.62349164
2011,623311,0
2012,623311,0
2013,623311,-.33611643
2014,623311,.034149766
2015,623311,.040675461
2001,623312,.00332883
2002,623312,.022593722
2003,623312,.25284457
2004,623312,-.022087514
2005,623312,.0067821145
2006,623312,.13438952
2007,623312,-.05130744
2008,623312,-.042482674
2009,623312,-.038475007
2010,623312,-.018891126
2011,623312,-.022910863
2012,623312,.30553302
2013,623312,.018839419
2014,623312,.25411296
2015,623312,0
2001,721120,.013703905
2002,721120,-.011305653
2003,721120,.0025717467
2004,721120,.021923475
2005,721120,.058497131
2006,721120,.037752211
2007,721120,-.0099523664
2008,721120,-.02454634
2009,721120,-.016590431
2010,721120,-.010993555
2011,721120,-.0088682175
2012,721120,.00081761181
2013,721120,.019195601
2014,721120,-.0042878687
2015,721120,.0038387179
2001,722310,-.39485446
2002,722310,.0099920332
2003,722310,.44301522
2004,722310,-.0029983521
2005,722310,.0079936981
2006,722310,.012152314
2007,722310,.010726571
2008,722310,.053408146
2009,722310,1.1920929e-07
2010,722310,0
2011,722310,0
2012,722310,-1.1920929e-07
2013,722310,1.1920929e-07
2014,722310,-1.1920929e-07
2015,722310,1.1920929e-07
2001,722513,.006870091
2002,722513,-.0060622692
2003,722513,-.004496932
2004,722513,-.043794036
2005,722513,-.007650882
2006,722513,-.0041729659
2007,722513,-.011787236
2008,722513,-.0031394511
2009,722513,.0039491504
2010,722513,.0048137903
2011,722513,.009062916
2012,722513,.0087194294
2013,722513,-.0093164444
2014,722513,.0058402717
2015,722513,-.03857179
2001,722514,1.1920929e-07
2002,722514,0
2003,722514,0
2004,722514,0
2005,722514,0
2006,722514,0
2007,722514,0
2008,722514,0
2009,722514,0
2010,722514,0
2011,722514,0
2012,722514,-.037480712
2013,722514,-.0016185045
2014,722514,.00013113022
2015,722514,-.0061664581
2001,812930,-.20601854
2002,812930,.19010714
2003,812930,-.0050524473
2004,812930,.017816305
2005,812930,-.010797799
2006,812930,-.0074961782
2007,812930,.45692444
2008,812930,0
2009,812930,0
2010,812930,0
2011,812930,0
2012,812930,0
2013,812930,-1.1920929e-07
2014,812930,1.1920929e-07
2015,812930,-1.1920929e-07
